ts_code,name,exchange,申万一级,申万二级,营收同比_2025A,净利润同比_2025A,净利润_2025A,营收同比_2026Q1,净利润同比_2026Q1,净利润_2026Q1,min_yoy,trade_date,final_rating,pm_summary,pm_price_target,pm_time_horizon,trader_action,trader_entry,trader_stop,trader_sizing,rm_recommendation,final_rating_opus,pm_summary_opus,pm_price_target_opus,pm_time_horizon_opus,trader_action_opus,rm_recommendation_opus,md_path,opus_md_path
002440.SZ,闰土股份,SZSE,基础化工,化学制品,0.6119740412,213.54,669361046.96,31.5940749092,284.41,183723457.65,0.6119740412,,,,,,,,,,,,,,,,,,
002917.SZ,金奥博,SZSE,基础化工,化学制品,8.3812544532,40.7,174572122.66,0.1449111754,7.41,38367291.44,0.1449111754,,,,,,,,,,,,,,,,,,
603916.SH,苏博特,SSE,基础化工,化学制品,0.0152152704,26.19,120993508.49,2.0424272314,24.08,30186953.9,0.0152152704,,,,,,,,,,,,,,,,,,
603256.SH,宏和科技,SSE,建筑材料,玻璃玻纤,40.3052543035,785.55,201913337.03,79.7191717974,354.22,140230750.9,40.3052543035,,,,,,,,,,,,,,,,,,
002080.SZ,中材科技,SZSE,建筑材料,玻璃玻纤,25.8992517572,103.82,1817776776.61,24.4977984136,40.15,507472483.06,24.4977984136,,,,,,,,,,,,,,,,,,
600176.SH,中国巨石,SSE,建筑材料,玻璃玻纤,19.0788191625,34.38,3285461018.68,17.9290509314,73.48,1267151599.42,17.9290509314,,,,,,,,,,,,,,,,,,
601112.SH,振石股份,SSE,建筑材料,玻璃玻纤,62.2598515597,21.19,733950365.59,20.3221721275,10.33,200180135.07,10.33,,,,,,,,,,,,,,,,,,
600801.SH,华新建材,SSE,建筑材料,水泥,3.3051422981,18.09,2853332040.0,24.4010936971,169.39,630122108.0,3.3051422981,,,,,,,,,,,,,,,,,,
002392.SZ,北京利尔,SZSE,建筑材料,装修建材,10.1743345637,25.86,400973948.96,12.3371572328,3.11,130407595.61,3.11,,,,,,,,,,,,,,,,,,
603737.SH,三棵树,SSE,建筑材料,装修建材,3.4891539083,133.45,774909488.78,14.3301375821,1.45,106678362.57,1.45,,,,,,,,,,,,,,,,,,
600692.SH,亚通股份,SSE,房地产,房地产开发,109.8209847644,126.43,14393012.74,223.3314214648,116.4251420185,1750177.91,109.8209847644,,,,,,,,,,,,,,,,,,
000036.SZ,华联控股,SZSE,房地产,房地产开发,46.1258865994,73.15,70145408.95,114.8723802065,354.07,26038318.39,46.1258865994,,,,,,,,,,,,,,,,,,
603506.SH,南都物业,SSE,房地产,房地产服务,3.1466004346,353.09,99249593.84,3.1241919205,61.82,47708179.53,3.1241919205,,,,,,,,,,,,,,,,,,
601069.SH,西部黄金,SSE,有色金属,贵金属,93.8018310361,86.09,471958360.67,316.2775960757,2102.76,522488033.7,86.09,,,,,,,,,,,,,,,,,,
001337.SZ,四川黄金,SZSE,有色金属,贵金属,60.3774711325,87.69,465823988.03,130.7886164162,176.93,265502177.41,60.3774711325,,,,,,,,,,,,,,,,,,
000506.SZ,招金黄金,SZSE,有色金属,贵金属,58.1284681915,224.66,158857625.01,82.7880548824,6136.21,187405996.36,58.1284681915,,,,,,,,,,,,,,,,,,
002716.SZ,湖南白银,SZSE,有色金属,贵金属,49.6988376894,100.38,340185327.64,69.1683655353,455.78,155526279.39,49.6988376894,,,,,,,,,,,,,,,,,,
002155.SZ,湖南黄金,SZSE,有色金属,贵金属,80.2582819352,75.77,1487994929.97,43.5051049744,79.21,595546380.34,43.5051049744,,,,,,,,,,,,,,,,,,
600338.SH,西藏珠峰,SSE,有色金属,工业金属,48.215157384,123.0,512033436.59,47.8761947272,42.73,179818563.83,42.73,,,,,,,,,,,,,,,,,,
002378.SZ,章源钨业,SZSE,有色金属,小金属,41.6168657535,68.82,290425623.45,121.7552209802,795.78,381312910.29,41.6168657535,,,,,,,,,,,,,,,,,,
600988.SH,赤峰黄金,SSE,有色金属,贵金属,40.0260993188,74.7,3082367791.68,47.6534321956,104.43,988242794.57,40.0260993188,,,,,,,,,,,,,,,,,,
002842.SZ,翔鹭钨业,SZSE,有色金属,小金属,37.7085711217,260.56,143704071.81,138.6536376602,2917.13,250511730.78,37.7085711217,,,,,,,,,,,,,,,,,,
603799.SH,华友钴业,SSE,有色金属,能源金属,32.9361304158,47.07,6110378757.84,44.6237854319,99.45,2497278226.82,32.9361304158,,,,,,,,,,,,,,,,,,
603045.SH,福达合金,SSE,有色金属,金属新材料,30.8450540167,136.8,108059343.87,92.6730897404,3635.07,181064311.71,30.8450540167,,,,,,,,,,,,,,,,,,
600549.SH,厦门钨业,SSE,有色金属,小金属,30.7912602522,34.89,2309374213.97,86.9907416614,189.14,1106815989.81,30.7912602522,,,,,,,,,,,,,,,,,,
002192.SZ,融捷股份,SZSE,有色金属,能源金属,49.7124401029,29.52,278764889.29,295.7696705462,1296.26,277972235.66,29.52,,,,,,,,,,,,,,,,,,
600111.SH,北方稀土,SSE,有色金属,小金属,29.1108313592,124.17,2251272073.68,27.6935884581,113.12,917740662.2,27.6935884581,,,,,,,,,,,,,,,,,,
000975.SZ,山金国际,SZSE,有色金属,贵金属,25.8597705263,36.75,2971658678.29,37.4083960136,100.89,1393833455.85,25.8597705263,,,,,,,,,,,,,,,,,,
600547.SH,山东黄金,SSE,有色金属,贵金属,26.3813952707,60.57,4739393120.72,25.3726440826,40.87,1445657595.58,25.3726440826,,,,,,,,,,,,,,,,,,
002460.SZ,赣锋锂业,SZSE,有色金属,能源金属,22.0842104098,177.77,1612980993.34,143.8134944996,616.34,1837274971.24,22.0842104098,,,,,,,,,,,,,,,,,,
605376.SH,博迁新材,SSE,有色金属,能源金属,21.8396634794,150.57,219187631.7,64.022885055,49.64,71626312.6,21.8396634794,,,,,,,,,,,,,,,,,,
603979.SH,金诚信,SSE,有色金属,工业金属,39.7445221113,47.66,2338703276.64,21.4473092393,42.55,601471668.1,21.4473092393,,,,,,,,,,,,,,,,,,
600489.SH,中金黄金,SSE,有色金属,贵金属,20.6212641041,45.71,4933582739.46,52.0092189843,129.23,2380516073.93,20.6212641041,,,,,,,,,,,,,,,,,,
002824.SZ,和胜股份,SZSE,有色金属,工业金属,20.3395596028,92.47,154869016.07,36.8160410677,104.65,24590199.57,20.3395596028,,,,,,,,,,,,,,,,,,
000657.SZ,中钨高新,SZSE,有色金属,小金属,19.3444807749,29.2,1280667298.04,106.4716284137,264.44,921090515.67,19.3444807749,,,,,,,,,,,,,,,,,,
603115.SH,海星股份,SSE,有色金属,工业金属,19.05339704,28.17,206233915.24,24.9830549628,74.74,39654320.07,19.05339704,,,,,,,,,,,,,,,,,,
603271.SH,永杰新材,SSE,有色金属,工业金属,18.8587803068,30.0,415271234.11,21.5881052752,57.58,119306113.5,18.8587803068,,,,,,,,,,,,,,,,,,
000751.SZ,锌业股份,SZSE,有色金属,工业金属,18.7560002808,220.19,68148741.71,26.3544979883,158.81,73714445.9,18.7560002808,,,,,,,,,,,,,,,,,,
603124.SH,江南新材,SSE,有色金属,金属新材料,18.7419522089,24.28,219115400.25,39.7042852812,113.91,78161200.37,18.7419522089,,,,,,,,,,,,,,,,,,
000737.SZ,北方铜业,SZSE,有色金属,工业金属,15.8009662894,29.01,790615580.91,46.8918388215,65.74,614971063.13,15.8009662894,,,,,,,,,,,,,,,,,,
601899.SH,紫金矿业,SSE,有色金属,工业金属,14.9648044101,61.55,51777327785.0,24.7937696755,97.5,20079391507.0,14.9648044101,,,,,,,,,,,,,,,,,,
002237.SZ,恒邦股份,SZSE,有色金属,贵金属,48.2761584355,15.55,637653078.17,73.3664393315,14.56,182408871.05,14.56,,,,,,,,,,,,,,,,,,
605208.SH,永茂泰,SSE,有色金属,工业金属,42.6108155886,79.96,67503608.09,13.7894025239,22.98,17858099.13,13.7894025239,,,,,,,,,,,,,,,,,,
601168.SH,西部矿业,SSE,有色金属,工业金属,23.3104131315,24.0,3642686772.0,13.1916915455,96.34,1586046550.0,13.1916915455,,,,,,,,,,,,,,,,,,
600392.SH,盛和资源,SSE,有色金属,小金属,31.8341773808,304.94,839014104.85,13.0690309575,94.46,327338842.89,13.0690309575,,,,,,,,,,,,,,,,,,
600961.SH,株冶集团,SSE,有色金属,工业金属,12.5875858718,43.06,1125228980.31,45.9023858305,313.0,1143680542.34,12.5875858718,,,,,,,,,,,,,,,,,,
603132.SH,金徽股份,SSE,有色金属,工业金属,11.9973585719,15.29,542265974.26,53.9931699543,118.41,204927578.45,11.9973585719,,,,,,,,,,,,,,,,,,
000426.SZ,兴业银锡,SZSE,有色金属,工业金属,30.0878187556,11.4,1704239280.88,85.321322385,257.32,1337672163.55,11.4,,,,,,,,,,,,,,,,,,
600768.SH,宁波富邦,SSE,有色金属,工业金属,10.8495398822,3649.06,58586816.21,83.6816817832,450.49,27985693.44,10.8495398822,,,,,,,,,,,,,,,,,,
000807.SZ,云铝股份,SZSE,有色金属,工业金属,10.2707611921,37.24,6054686552.59,13.6840893824,269.45,3599885593.79,10.2707611921,,,,,,,,,,,,,,,,,,
000408.SZ,藏格矿业,SZSE,有色金属,能源金属,10.0268296111,49.32,3852353240.98,29.6084681859,110.6,1573735244.12,10.0268296111,,,,,,,,,,,,,,,,,,
603876.SH,鼎胜新材,SSE,有色金属,工业金属,9.4988683953,70.34,512872729.05,12.4605972719,127.28,193812230.62,9.4988683953,,,,,,,,,,,,,,,,,,
000603.SZ,盛达资源,SZSE,有色金属,工业金属,22.2646956863,36.51,532455211.98,9.0193804354,858.53,79405421.57,9.0193804354,,,,,,,,,,,,,,,,,,
601677.SH,明泰铝业,SSE,有色金属,工业金属,8.7077134126,12.1,1959958704.81,20.2169079241,59.68,702045972.45,8.7077134126,,,,,,,,,,,,,,,,,,
001280.SZ,中国铀业,SZSE,有色金属,小金属,15.1356422143,12.82,1645440141.75,8.6181358043,52.71,214089722.11,8.6181358043,,,,,,,,,,,,,,,,,,
600366.SH,宁波韵升,SSE,有色金属,金属新材料,8.3883944436,247.95,330825589.94,33.5339561499,213.11,116532816.04,8.3883944436,,,,,,,,,,,,,,,,,,
002996.SZ,顺博合金,SZSE,有色金属,工业金属,14.3709248562,297.39,221644035.57,9.7474489863,8.01,126372318.85,8.01,,,,,,,,,,,,,,,,,,
600531.SH,豫光金铅,SSE,有色金属,工业金属,25.9478320623,6.55,860092192.16,57.3225598069,20.14,274880809.37,6.55,,,,,,,,,,,,,,,,,,
002171.SZ,楚江新材,SZSE,有色金属,工业金属,12.6992149037,66.71,383200508.22,36.0703365567,6.39,140163107.32,6.39,,,,,,,,,,,,,,,,,,
000831.SZ,中国稀土,SZSE,有色金属,小金属,5.111470531,160.15,172576348.02,12.7856553133,90.8,138554049.7,5.111470531,,,,,,,,,,,,,,,,,,
002532.SZ,天山铝业,SZSE,有色金属,工业金属,5.0293925043,8.13,4817847502.12,6.553903303,109.7,2218783652.74,5.0293925043,,,,,,,,,,,,,,,,,,
000758.SZ,中色股份,SZSE,有色金属,工业金属,13.4809605636,18.2,475537227.19,27.0340365734,4.94,259790838.12,4.94,,,,,,,,,,,,,,,,,,
601388.SH,怡球资源,SSE,有色金属,工业金属,8.5469879261,815.58,169834918.62,4.5054897087,179.68,59968500.63,4.5054897087,,,,,,,,,,,,,,,,,,
000960.SZ,锡业股份,SZSE,有色金属,小金属,3.7212604095,36.14,1966179528.75,59.8583424538,73.71,867590831.63,3.7212604095,,,,,,,,,,,,,,,,,,
002379.SZ,宏桥控股,SZSE,有色金属,工业金属,4.2470657698,3.69,17863539928.79,3.205088824,37.56,6757771302.83,3.205088824,,,,,,,,,,,,,,,,,,
600362.SH,江西铜业,SSE,有色金属,工业金属,5.4227707658,2.41,7130191864.0,25.3876597686,44.31,2817563002.0,2.41,,,,,,,,,,,,,,,,,,
600490.SH,鹏欣资源,SSE,有色金属,工业金属,81.940347446,333.0024060818,225480138.02,82.6216057905,2.35,110286191.28,2.35,,,,,,,,,,,,,,,,,,
601958.SH,金钼股份,SSE,有色金属,小金属,1.9422540852,5.77,3154805423.48,26.6677285348,32.99,901621664.94,1.9422540852,,,,,,,,,,,,,,,,,,
601600.SH,中国铝业,SSE,有色金属,工业金属,1.6937372445,2.25,12673918000.0,4.8488062761,56.35,5527245000.0,1.6937372445,,,,,,,,,,,,,,,,,,
600595.SH,中孚实业,SSE,有色金属,工业金属,1.3494492078,129.83,1617293286.14,32.2262089537,256.61,821413561.58,1.3494492078,,,,,,,,,,,,,,,,,,
601609.SH,金田股份,SSE,有色金属,工业金属,0.7275954811,56.16,752452426.54,33.6828294852,12.91,170265976.04,0.7275954811,,,,,,,,,,,,,,,,,,
000612.SZ,焦作万方,SZSE,有色金属,工业金属,0.4606958807,81.95,1071123219.17,18.485738586,216.46,510739130.7,0.4606958807,,,,,,,,,,,,,,,,,,
002975.SZ,博杰股份,SZSE,机械设备,自动化设备,48.9211139382,557.51,146323729.46,127.2111326142,419.12,65902757.23,48.9211139382,,,,,,,,,,,,,,,,,,
605305.SH,中际联合,SSE,机械设备,工程机械,44.6423597755,68.47,530336380.44,38.4142947611,30.74,128829355.35,30.74,,,,,,,,,,,,,,,,,,
600499.SH,科达制造,SSE,机械设备,专用设备,38.0087996425,30.07,1308863400.0,25.4774604405,69.1,586622500.0,25.4774604405,,,,,,,,,,,,,,,,,,
000988.SZ,华工科技,SZSE,机械设备,自动化设备,22.5941190209,20.48,1470794704.16,27.1313315504,55.76,638461927.07,20.48,2026-05-08,Hold,,,,,,,,,,,,,,,analyses/华工科技_000988_2026-05-08.md,
605389.SH,长龄液压,SSE,机械设备,工程机械,21.5778697386,33.25,126230324.02,20.227999462,22.29,37694382.09,20.227999462,,,,,,,,,,,,,,,,,,
603699.SH,纽威股份,SSE,机械设备,通用设备,24.5279166245,38.54,1600904035.19,16.5283120327,31.4,345185396.9,16.5283120327,,,,,,,,,,,,,,,,,,
605056.SH,咸亨国际,SSE,机械设备,通用设备,26.4838960325,16.45,259593360.37,37.3358577792,20.52,25998576.42,16.45,,,,,,,,,,,,,,,,,,
603308.SH,应流股份,SSE,机械设备,通用设备,16.1277563325,21.74,348641494.58,34.1320827838,30.55,120165239.96,16.1277563325,,,,,,,,,,,,,,,,,,
603025.SH,大豪科技,SSE,机械设备,自动化设备,18.6979992868,21.54,710116301.56,15.582997897,41.32,237894289.96,15.582997897,,,,,,,,,,,,,,,,,,
603269.SH,海鸥股份,SSE,机械设备,通用设备,15.3593889464,20.61,115679716.34,32.0976643545,18.26,22404586.99,15.3593889464,,,,,,,,,,,,,,,,,,
603638.SH,艾迪精密,SSE,机械设备,工程机械,17.2925501001,14.4,393675207.1,51.5824484111,48.39,151439414.32,14.4,,,,,,,,,,,,,,,,,,
605060.SH,联德股份,SSE,机械设备,通用设备,14.1869381239,21.46,227695340.13,22.4238267913,35.07,62347821.83,14.1869381239,,,,,,,,,,,,,,,,,,
603966.SH,法兰泰克,SSE,机械设备,专用设备,14.0165048991,40.53,234617768.7,57.9228976675,57.75,54256883.49,14.0165048991,,,,,,,,,,,,,,,,,,
603698.SH,航天工程,SSE,机械设备,专用设备,23.6748509042,14.43,216505400.68,12.9043895156,20.98,40964069.81,12.9043895156,,,,,,,,,,,,,,,,,,
002979.SZ,雷赛智能,SZSE,机械设备,自动化设备,18.2767345521,12.42,225372275.43,34.5483250016,29.2,72120345.94,12.42,,,,,,,,,,,,,,,,,,
603901.SH,永创智能,SSE,机械设备,专用设备,11.8352113081,780.87,137239234.45,11.6198052212,75.26,71295596.07,11.6198052212,,,,,,,,,,,,,,,,,,
603416.SH,信捷电气,SSE,机械设备,自动化设备,17.8725959317,11.21,254166282.87,19.5744671726,18.17,54367736.3,11.21,,,,,,,,,,,,,,,,,,
600980.SH,北矿科技,SSE,机械设备,专用设备,10.0252764906,17.71,124559512.38,10.5733150236,10.55,22948032.14,10.0252764906,,,,,,,,,,,,,,,,,,
001256.SZ,炜冈科技,SZSE,机械设备,专用设备,9.4365801634,47.49,133013609.05,18.4608226383,43.77,37599118.65,9.4365801634,,,,,,,,,,,,,,,,,,
603656.SH,泰禾智能,SSE,机械设备,专用设备,9.2681203221,35.67,29127806.62,28.7296663929,168.56,5612179.62,9.2681203221,,,,,,,,,,,,,,,,,,
002204.SZ,大连重工,SZSE,机械设备,专用设备,8.6591288718,17.11,583079439.56,15.4055591413,16.17,208454695.53,8.6591288718,,,,,,,,,,,,,,,,,,
603270.SH,金帝股份,SSE,机械设备,通用设备,49.0743811161,47.86,147181326.83,38.1555305144,8.19,41840261.74,8.19,,,,,,,,,,,,,,,,,,
002957.SZ,科瑞技术,SZSE,机械设备,自动化设备,7.5488255033,95.93,273084227.65,15.4213466627,56.87,69421016.44,7.5488255033,,,,,,,,,,,,,,,,,,
601766.SH,中国中车,SSE,机械设备,轨交设备Ⅱ,10.7876153412,6.4,13181015000.0,10.5746239802,10.66,3378321000.0,6.4,,,,,,,,,,,,,,,,,,
603298.SH,杭叉集团,SSE,机械设备,工程机械,5.9045589422,8.87,2191315695.9,10.3465172552,9.17,471607407.15,5.9045589422,,,,,,,,,,,,,,,,,,
603338.SH,浙江鼎力,SSE,机械设备,工程机械,9.9573680311,16.6,1899204197.29,29.4772129696,5.66,452900563.43,5.66,,,,,,,,,,,,,,,,,,
601100.SH,恒立液压,SSE,机械设备,工程机械,16.5217364769,8.99,2734121067.32,32.5214186712,5.59,652191721.93,5.59,,,,,,,,,,,,,,,,,,
600114.SH,东睦股份,SSE,机械设备,通用设备,17.3928065806,34.95,535770128.1,5.3179543778,12.69,125872221.42,5.3179543778,,,,,,,,,,,,,,,,,,
603337.SH,杰克科技,SSE,机械设备,专用设备,8.0953699919,5.38,855939927.09,12.8617305362,4.47,256681084.8,4.47,,,,,,,,,,,,,,,,,,
600458.SH,时代新材,SSE,机械设备,轨交设备Ⅱ,7.0582724654,15.45,513614435.4,7.2499495433,4.41,158223575.62,4.41,,,,,,,,,,,,,,,,,,
600558.SH,大西洋,SSE,机械设备,通用设备,4.3137323254,17.56,182194380.37,7.2521601699,36.04,55727299.69,4.3137323254,,,,,,,,,,,,,,,,,,
601177.SH,杭齿前进,SSE,机械设备,通用设备,4.2869140117,5.28,253525567.88,14.3857848042,16.99,62754300.99,4.2869140117,,,,,,,,,,,,,,,,,,
603280.SH,南方路机,SSE,机械设备,工程机械,3.5684330131,4.27,94674305.15,41.5795861018,4.27,11214272.46,3.5684330131,,,,,,,,,,,,,,,,,,
601399.SH,国机重装,SSE,机械设备,专用设备,9.4775083044,7.33,463513959.05,3.0367439127,14.39,126999673.55,3.0367439127,,,,,,,,,,,,,,,,,,
002490.SZ,山东墨龙,SZSE,机械设备,专用设备,29.8801849406,111.8,5155602.79,128.5270172146,2.96,5583952.25,2.96,,,,,,,,,,,,,,,,,,
000680.SZ,山推股份,SZSE,机械设备,工程机械,2.8239743968,9.86,1210975183.61,20.1060274024,20.81,335527232.51,2.8239743968,,,,,,,,,,,,,,,,,,
002690.SZ,美亚光电,SZSE,机械设备,专用设备,4.1584809022,10.77,719117651.3,2.497452691,6.93,115969450.2,2.497452691,,,,,,,,,,,,,,,,,,
002353.SZ,杰瑞股份,SZSE,机械设备,专用设备,21.4757540015,2.03,2680474679.7,22.4807284292,26.32,588253737.78,2.03,,,,,,,,,,,,,,,,,,
001226.SZ,拓山重工,SZSE,机械设备,工程机械,12.4825191742,1.25,20509558.99,17.0728513059,29.64,10513259.05,1.25,,,,,,,,,,,,,,,,,,
002132.SZ,恒星科技,SZSE,机械设备,通用设备,1.0225710361,37.97,18774249.89,10.3933886239,899.11,56649299.28,1.0225710361,,,,,,,,,,,,,,,,,,
600320.SH,振华重工,SSE,机械设备,专用设备,5.2357097328,37.17,731841793.0,0.8924110977,47.39,376340981.0,0.8924110977,,,,,,,,,,,,,,,,,,
000425.SZ,徐工机械,SZSE,机械设备,工程机械,8.3681281147,8.96,6572221644.27,9.258451752,0.86,2056440952.77,0.86,,,,,,,,,,,,,,,,,,
603029.SH,天鹅股份,SSE,机械设备,专用设备,24.2576105309,7.66,74630695.77,42.7032788719,0.57,7404702.76,0.57,,,,,,,,,,,,,,,,,,
600031.SH,三一重工,SSE,机械设备,工程机械,14.4368948422,41.18,8408057000.0,14.0257616271,0.46,2480743000.0,0.46,,,,,,,,,,,,,,,,,,
002164.SZ,宁波东力,SZSE,机械设备,通用设备,0.4440679559,326.68,195906157.06,1.2210642705,37.4,21776502.59,0.4440679559,,,,,,,,,,,,,,,,,,
601608.SH,中信重工,SSE,机械设备,专用设备,0.9077379198,0.24,375461851.45,0.5761715032,4.57,95081881.74,0.24,,,,,,,,,,,,,,,,,,
603111.SH,康尼机电,SSE,机械设备,轨交设备Ⅱ,5.5369766021,0.19,351481718.43,3.8583757975,9.42,55794040.43,0.19,,,,,,,,,,,,,,,,,,
000880.SZ,潍柴重机,SZSE,汽车,汽车零部件,46.5088999598,65.75,240050540.37,87.0017270657,76.49,54594888.12,46.5088999598,,,,,,,,,,,,,,,,,,
601777.SH,千里科技,SSE,汽车,摩托车及其他,42.1300038162,110.93,84408214.23,30.6888174392,141.31,48370208.96,30.6888174392,,,,,,,,,,,,,,,,,,
603119.SH,浙江荣泰,SSE,汽车,汽车零部件,21.2370710821,20.9,278380063.24,41.261522191,20.63,71792393.09,20.63,,,,,,,,,,,,,,,,,,
605228.SH,神通科技,SSE,汽车,汽车零部件,35.6993619292,515.8479727488,132986884.78,20.4007194633,420.14,46430580.02,20.4007194633,,,,,,,,,,,,,,,,,,
603085.SH,天成自控,SSE,汽车,汽车零部件,35.3941397331,615.1146101675,84897784.11,44.7075493305,20.04,25112438.25,20.04,,,,,,,,,,,,,,,,,,
002406.SZ,远东传动,SZSE,汽车,汽车零部件,22.902229226,32.01,156217047.47,19.5512709722,58.54,45023026.54,19.5512709722,,,,,,,,,,,,,,,,,,
002448.SZ,中原内配,SZSE,汽车,汽车零部件,18.4861434363,100.75,409343800.61,25.403979127,78.66,198272774.66,18.4861434363,,,,,,,,,,,,,,,,,,
002708.SZ,光洋股份,SZSE,汽车,汽车零部件,17.6135024315,97.95,100978033.01,15.1209089924,26.0,32056910.52,15.1209089924,,,,,,,,,,,,,,,,,,
603949.SH,雪龙集团,SSE,汽车,汽车零部件,20.6456003638,48.96,89985076.16,14.4853637334,31.95,23453779.2,14.4853637334,,,,,,,,,,,,,,,,,,
603210.SH,泰鸿万立,SSE,汽车,汽车零部件,35.8071164491,13.61,200780782.35,20.2963797901,27.23,56132028.85,13.61,,,,,,,,,,,,,,,,,,
001285.SZ,瑞立科密,SZSE,汽车,汽车零部件,21.0064558753,23.75,333030600.76,13.581715039,26.28,82685463.64,13.581715039,,,,,,,,,,,,,,,,,,
603390.SH,通达电气,SSE,汽车,汽车零部件,52.2416059193,232.78,85218551.13,13.2769606036,240.79,63856513.14,13.2769606036,,,,,,,,,,,,,,,,,,
000951.SZ,中国重汽,SZSE,汽车,商用车,28.5073910964,12.58,1665800234.13,52.303927815,46.5,454667008.99,12.58,,,,,,,,,,,,,,,,,,
600148.SH,长春一东,SSE,汽车,汽车零部件,10.9896525228,592.4688939443,11431187.72,26.3821386607,1221.2033521503,4655113.21,10.9896525228,,,,,,,,,,,,,,,,,,
002283.SZ,天润工业,SZSE,汽车,汽车零部件,12.5548247284,10.62,367813764.09,26.4422580183,47.7,145447079.55,10.62,,,,,,,,,,,,,,,,,,
603006.SH,联明股份,SSE,汽车,汽车零部件,10.3201316806,46.56,92373189.61,36.7427635275,109.03,22063164.84,10.3201316806,,,,,,,,,,,,,,,,,,
601799.SH,星宇股份,SSE,汽车,汽车零部件,15.1191596691,15.32,1624090601.09,10.8373942973,10.26,355156708.89,10.26,,,,,,,,,,,,,,,,,,
002997.SZ,瑞鹄模具,SZSE,汽车,汽车零部件,35.801066473,11.85,391820868.38,34.6937149491,9.55,106747038.77,9.55,,,,,,,,,,,,,,,,,,
603418.SH,友升股份,SSE,汽车,汽车零部件,26.1123248719,21.01,490281842.67,8.9365732999,16.64,103198451.47,8.9365732999,,,,,,,,,,,,,,,,,,
002488.SZ,金固股份,SZSE,汽车,汽车零部件,14.0211669162,79.29,41563887.1,8.7772420333,199.86,23205946.44,8.7772420333,,,,,,,,,,,,,,,,,,
002516.SZ,旷达科技,SZSE,汽车,汽车零部件,8.4566210778,12.65,184177272.39,16.562351568,24.4,54701505.7,8.4566210778,,,,,,,,,,,,,,,,,,
603009.SH,北特科技,SSE,汽车,汽车零部件,14.7916142559,67.35,119548819.1,8.036429646,17.86,27178079.78,8.036429646,,,,,,,,,,,,,,,,,,
002284.SZ,亚太股份,SZSE,汽车,汽车零部件,31.6107160769,130.18,490129786.59,7.9076174125,41.83,142098237.67,7.9076174125,,,,,,,,,,,,,,,,,,
600099.SH,林海股份,SSE,汽车,摩托车及其他,7.6622358194,33.24,24552718.7,20.3066789473,19.13,4161851.3,7.6622358194,,,,,,,,,,,,,,,,,,
000800.SZ,一汽解放,SZSE,汽车,商用车,6.993542871,16.41,724545159.9,30.9232152436,241.82,99309959.88,6.993542871,,,,,,,,,,,,,,,,,,
603166.SH,福达股份,SSE,汽车,汽车零部件,20.6619285456,70.87,316589821.03,6.9515813997,15.36,75104193.5,6.9515813997,,,,,,,,,,,,,,,,,,
600686.SH,金龙汽车,SSE,汽车,商用车,6.8850576841,196.9,468335968.18,17.0359254383,220.77,149994223.96,6.8850576841,,,,,,,,,,,,,,,,,,
605319.SH,无锡振华,SSE,汽车,汽车零部件,17.029060723,23.11,465190749.41,11.4660199482,6.61,100796102.44,6.61,,,,,,,,,,,,,,,,,,
002906.SZ,华阳集团,SZSE,汽车,汽车零部件,28.4579774405,20.0,781606516.73,24.3696479954,6.61,165756665.32,6.61,,,,,,,,,,,,,,,,,,
600166.SH,福田汽车,SSE,汽车,商用车,28.407865752,1593.29,1363826801.45,6.6051874603,15.1,501440493.03,6.6051874603,,,,,,,,,,,,,,,,,,
603013.SH,亚普股份,SSE,汽车,汽车零部件,13.0905917763,5.62,528211936.71,11.2283934164,25.39,161900358.91,5.62,,,,,,,,,,,,,,,,,,
603190.SH,亚通精工,SSE,汽车,汽车零部件,5.4211256832,23.02,110839789.42,19.5894253653,40.73,49932787.71,5.4211256832,,,,,,,,,,,,,,,,,,
000957.SZ,中通客车,SZSE,汽车,商用车,27.8201673135,44.18,359650747.99,5.2253299656,30.04,99494940.04,5.2253299656,,,,,,,,,,,,,,,,,,
603049.SH,中策橡胶,SSE,汽车,汽车零部件,14.5241320262,9.51,4147466448.15,5.1677045828,5.91,1219621064.1,5.1677045828,,,,,,,,,,,,,,,,,,
605128.SH,上海沿浦,SSE,汽车,汽车零部件,6.2807115891,36.93,187661701.78,3.7308457713,40.99,46312679.86,3.7308457713,,,,,,,,,,,,,,,,,,
002664.SZ,信质集团,SZSE,汽车,汽车零部件,3.1071027426,534.27,133675951.87,10.6489881652,387.85,27845672.3,3.1071027426,,,,,,,,,,,,,,,,,,
000570.SZ,苏常柴A,SZSE,汽车,汽车零部件,2.5024864201,174.86,50820986.84,4.9027199889,70.16,74394909.83,2.5024864201,,,,,,,,,,,,,,,,,,
603997.SH,继峰股份,SSE,汽车,汽车零部件,2.3689389709,180.0262365246,453589302.84,23.9166916279,26.04,131632387.44,2.3689389709,,,,,,,,,,,,,,,,,,
603129.SH,春风动力,SSE,汽车,摩托车及其他,31.3040108066,13.83,1675371241.24,26.0738710527,1.81,422686460.53,1.81,,,,,,,,,,,,,,,,,,
002472.SZ,双环传动,SZSE,汽车,汽车零部件,3.7667533065,23.21,1261517918.31,1.4879662829,2.93,284090469.65,1.4879662829,,,,,,,,,,,,,,,,,,
002126.SZ,银轮股份,SZSE,汽车,汽车零部件,23.4266766473,22.17,957243636.58,24.2666922127,0.79,214047300.34,0.79,,,,,,,,,,,,,,,,,,
